Filename	Orig_Size(Bytes)	Comp_Size(Bytes)	Comp_Ratio	CompSize/UnCompSize	Time_to_Compress(s)	Time_to_Decompress(s)
bible.txt	4047392	
E.coli	4638690
world192.txt	2473400
*	11159482	6014582	1.86:1	.539	2.52	16.6
